,ref,PTT,END_DATE,MAX_DBAR,NUM,N_TEMP,N_COND,N_SAL,TEMP_DBAR,TEMP_VALS,COND_DBAR,COND_VALS,SAL_DBAR,SAL_VALS,N_FLUORO,FLUORO_DBAR,FLUORO_VALS,N_OXY,OXY_DBAR,OXY_VALS,QC_PROFILE,QC_TEMP,QC_SAL,SAL_CORRECTED_VALS,CREATED,MODIFIED,N_PHOTO,PHOTO_DBAR,PHOTO_VALS,lat,lon,depth_bottom
1640,tu94-H073-15,151557,10/16/2016 4:00,41,0,10,,,"2,6,14,16,19,28,32,33,39,41","18.670,18.685,18.679,18.691,18.749,18.755,18.768,18.786,18.799,18.820",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,38.10135255,-74.374245,39.0
1641,tu94-H073-15,151557,10/16/2016 16:00,52,0,10,,,"2,12,15,18,34,44,45,48,51,52","18.780,18.842,18.918,18.941,18.980,18.974,18.932,18.924,18.945,19.000",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,38.0125184,-74.37350676,53.0
1642,tu94-H073-15,151557,10/17/2016 0:00,6,0,5,,,"2,3,4,5,6","19.300,19.247,19.245,19.238,19.220",,,,,,,,,,,0,"0,0,0,0,0",,,3/28/2017,3/28/2017,,,,37.96644622,-74.3682968,59.0
1643,tu94-H073-15,151557,10/21/2016 12:00,45,0,10,,,"2,3,8,11,17,29,38,39,41,45","19.140,19.011,18.922,18.816,18.750,18.781,18.756,18.703,18.703,18.620",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,38.34169949,-74.31544265,46.0
1644,tu94-H073-15,151557,10/23/2016 0:00,46,0,10,,,"2,3,6,9,19,29,33,36,43,46","18.380,18.410,18.409,18.362,18.381,18.440,18.436,18.397,18.360,18.385",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,38.41013111,-74.27963884,47.0
1645,tu94-H073-15,151557,10/24/2016 0:00,13,0,9,,,"2,4,6,8,9,10,11,12,13","18.060,18.060,18.078,18.078,18.080,18.077,18.071,18.071,18.076",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,38.50689191,-74.09848501,54.0
1646,tu94-H073-15,151557,10/25/2016 20:00,49,0,9,,,"2,18,28,40,41,42,45,48,49","17.860,17.533,17.554,16.943,16.801,16.943,16.611,16.611,16.130",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,38.60992054,-74.21024389,48.0
1647,tu94-H073-15,151557,10/27/2016 20:00,26,0,10,,,"2,4,5,6,9,11,12,15,24,26","17.890,17.880,17.864,17.829,17.820,17.837,17.860,17.894,17.930,17.917",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,38.22411723,-74.75133585,29.0
1648,tu94-H073-15,151557,10/28/2016 0:00,23,0,9,,,"2,4,5,8,9,12,18,22,23","17.730,17.730,17.794,17.799,17.769,17.765,17.817,17.825,17.864",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,38.17757988,-74.82044915,25.0
1649,tu94-H073-15,151557,10/28/2016 8:00,24,0,10,,,"2,8,10,11,14,20,21,22,23,24","18.010,18.010,18.008,18.003,17.999,18.000,17.986,17.940,17.930,17.930",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,38.14572748,-74.96065021,23.0
1650,tu94-H073-15,151557,10/28/2016 20:00,17,0,10,,,"2,3,4,6,9,12,13,15,16,17","17.950,17.832,17.830,17.821,17.821,17.830,17.828,17.828,17.820,17.820",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,37.95525685,-75.10432906,18.0
1651,tu94-H073-15,151557,10/29/2016 4:00,23,0,10,,,"2,3,4,6,7,8,14,16,20,23","18.190,18.182,18.180,18.180,18.182,18.185,18.183,18.185,18.186,18.186",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,37.80597941,-75.17530716,20.0
1652,tu94-H073-15,151557,10/30/2016 8:00,24,0,10,,,"2,4,7,11,18,19,20,21,23,24","18.350,18.359,18.365,18.368,18.382,18.390,18.391,18.407,18.418,18.430",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,37.59887721,-75.29637258,20.0
1653,tu94-H073-15,151557,11/3/2016 20:00,26,0,10,,,"2,4,8,15,19,20,21,23,25,26","20.015,19.964,19.930,19.955,20.030,20.081,20.222,20.240,20.179,20.167",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,36.22661712,-75.61783377,22.0
1654,tu94-H073-15,151557,11/4/2016 4:00,26,0,10,,,"2,4,12,14,16,18,19,24,25,26","20.056,20.040,20.076,20.172,20.173,20.218,20.269,20.332,20.400,20.410",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,36.21294652,-75.61580557,21.0
1655,tu94-H073-15,151557,11/5/2016 12:00,22,0,10,,,"2,4,8,10,11,12,17,18,21,22","19.365,19.350,19.230,19.230,19.325,19.353,19.365,19.389,19.420,19.420",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,35.93438708,-75.55459691,17.0
1656,tu94-H073-15,151557,11/8/2016 12:00,25,0,10,,,"2,3,5,10,13,14,20,21,24,25","18.840,18.896,18.943,18.981,18.982,19.021,19.052,19.095,19.176,19.190",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,35.40752182,-75.33466272,24.0
1657,tu94-H073-15,151557,11/9/2016 4:00,27,0,10,,,"2,3,6,8,20,22,24,25,26,27","19.080,19.117,19.146,19.205,19.266,19.370,19.370,19.310,19.280,19.274",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,35.35393838,-75.29688781,24.0
1658,tu94-H073-15,151557,11/10/2016 0:00,27,0,10,,,"2,7,11,16,20,21,22,24,26,27","19.300,19.427,19.427,19.640,20.165,20.180,21.110,21.110,19.483,19.405",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,35.33951344,-75.31872636,24.0
1659,tu94-H073-15,151557,11/10/2016 8:00,26,0,10,,,"2,12,17,18,19,20,21,22,23,26","20.000,20.522,21.206,21.616,21.616,21.840,21.861,22.312,22.579,22.610",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,35.27948471,-75.31737706,22.0
1660,tu94-H073-15,151557,11/10/2016 12:00,28,0,10,,,"2,9,16,19,20,21,22,25,26,28","20.430,20.468,20.788,21.334,21.753,22.609,22.899,22.970,22.391,22.391",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,35.2460773,-75.33496266,19.0
1661,tu94-H073-15,151557,11/13/2016 16:00,24,0,9,,,"2,4,5,6,18,20,21,23,24","20.870,20.901,20.964,20.902,20.977,20.966,20.911,20.911,21.183",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.98649192,-76.01743862,19.0
1662,tu94-H073-15,151557,11/14/2016 0:00,21,0,10,,,"2,5,6,7,9,10,11,12,16,21","21.101,21.098,21.077,21.010,21.010,21.084,21.110,21.200,21.181,21.178",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.91494806,-76.08038238,19.0
1663,tu94-H073-15,151557,11/15/2016 16:00,19,0,9,,,"2,4,8,9,10,13,14,15,19","18.880,18.932,18.932,18.946,18.976,19.142,19.225,19.272,19.380",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.44249521,-76.40292519,13.0
1664,tu94-H073-15,151557,11/17/2016 0:00,29,0,10,,,"2,5,15,17,22,23,24,26,27,29","19.890,19.983,20.184,20.377,20.614,20.989,21.030,21.030,20.914,20.900",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.33385387,-76.41064047,27.0
1665,tu94-H073-15,151557,11/19/2016 12:00,28,0,10,,,"2,3,4,16,19,20,21,24,25,28","19.980,20.061,20.084,20.179,20.303,20.401,20.621,20.665,20.799,20.840",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.3269174,-76.45655141,26.0
1666,tu94-H073-15,151557,11/19/2016 16:00,30,0,10,,,"2,5,9,14,16,17,20,21,25,30","20.222,20.200,20.229,20.341,20.470,20.582,20.840,20.952,21.020,20.972",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.31903035,-76.45494854,27.0
1667,tu94-H073-15,151557,11/20/2016 4:00,29,0,10,,,"2,10,11,14,17,19,20,26,27,29","20.200,20.279,20.258,20.435,20.435,20.656,20.719,20.808,20.980,20.943",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.3344537,-76.46394827,28.0
1668,tu94-H073-15,151557,11/21/2016 16:00,29,0,10,,,"2,4,5,19,23,24,25,27,28,29","19.150,19.113,19.107,19.108,19.117,19.112,19.083,19.070,19.044,19.040",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.32863866,-76.49245742,27.0
1669,tu94-H073-15,151557,11/23/2016 16:00,28,0,10,,,"2,3,4,11,12,14,15,21,23,28","18.310,18.252,18.247,18.242,18.231,18.231,18.225,18.228,18.208,18.200",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.35156351,-76.55212498,27.0
1670,tu94-H073-15,151557,11/26/2016 12:00,22,0,10,,,"2,3,5,6,8,10,11,13,19,22","17.582,17.520,17.520,17.564,17.585,17.644,17.700,17.735,17.808,17.810",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.35139226,-76.41529449,24.0
1671,tu94-H073-15,151557,12/4/2016 8:00,25,0,9,,,"2,4,8,10,12,16,23,24,25","20.459,20.480,20.442,20.409,20.335,20.240,20.166,20.035,19.977",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.37483872,-76.55435375,23.0
1672,tu94-H073-15,151557,12/6/2016 0:00,25,0,10,,,"2,3,4,6,7,8,9,10,24,25","20.440,20.430,20.430,20.440,20.438,20.446,20.442,20.449,20.460,20.433",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.38397085,-76.60198726,24.0
1673,tu94-H073-15,151557,12/6/2016 12:00,25,0,10,,,"2,8,9,10,11,12,13,14,19,25","20.530,20.557,20.539,20.567,20.545,20.570,20.545,20.570,20.556,20.590",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.42351457,-76.55350912,17.0
1674,tu94-H073-15,151557,12/14/2016 20:00,30,0,9,,,"2,4,5,15,17,18,22,25,30","19.660,19.725,19.790,19.775,19.765,19.738,19.735,19.713,19.709",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.24485548,-76.73761594,29.0
1675,tu94-H073-15,151557,12/15/2016 0:00,31,0,10,,,"2,5,6,9,10,11,25,28,30,31","19.525,19.473,19.488,19.473,19.488,19.470,19.476,19.484,19.538,19.550",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.23782268,-76.74051539,29.0
1676,tu94-H073-15,151557,12/16/2016 20:00,27,0,10,,,"2,7,8,9,10,17,18,24,25,27","18.380,18.374,18.319,18.332,18.314,18.318,18.268,18.267,18.250,18.250",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.30540022,-76.80079846,27.0
1677,tu94-H073-15,151557,12/24/2016 16:00,30,0,10,,,"2,9,10,12,18,20,24,25,26,30","19.428,19.336,19.480,19.540,19.439,19.316,18.960,18.743,18.600,18.520",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.24221052,-76.66454023,28.0
1678,tu94-H073-15,151557,1/4/2017 0:00,31,0,9,,,"2,7,13,14,23,24,25,30,31","20.766,20.788,20.772,20.790,20.766,20.788,20.760,20.760,20.770",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.25954343,-76.67714278,29.0
1679,tu94-H073-15,151557,1/6/2017 4:00,28,0,10,,,"2,6,7,8,10,12,18,25,26,28","19.620,19.573,19.271,19.237,18.756,18.730,18.367,18.256,17.940,17.940",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.33433189,-76.75841337,27.0
1680,tu94-H073-15,151557,1/8/2017 4:00,28,0,10,,,"2,7,9,20,21,22,25,26,27,28","17.967,17.983,18.004,18.015,18.040,18.006,17.989,17.912,17.780,17.780",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.33695076,-76.80348483,26.0
1681,tu94-H073-15,151557,1/15/2017 8:00,28,0,4,,,"2,26,27,28","15.690,15.690,15.873,16.113",,,,,,,,,,,0,"0,0,0,0",,,3/28/2017,3/28/2017,,,,34.31870253,-76.75649187,28.0
1682,tu94-H073-15,151557,1/16/2017 12:00,28,0,10,,,"2,5,6,14,16,19,20,24,26,28","15.391,15.430,15.321,15.173,15.044,14.963,14.817,14.758,14.481,14.360",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.31883079,-76.74616991,28.0
1683,tu94-H073-15,151557,1/17/2017 0:00,27,0,10,,,"2,3,4,6,7,12,21,25,26,27","17.890,17.890,17.593,17.533,17.386,17.446,16.538,15.962,14.760,14.760",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.32403137,-76.74282128,28.0
1684,tu94-H073-15,151557,1/20/2017 20:00,28,0,10,,,"2,3,5,7,10,14,20,25,27,28","18.090,17.473,17.400,17.157,16.989,16.961,16.557,16.491,16.220,16.220",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.32420259,-76.70229574,30.0
1685,tu94-H073-15,151557,1/21/2017 0:00,28,0,10,,,"2,3,4,5,6,13,16,25,26,28","17.430,17.430,17.212,17.212,17.121,16.808,16.728,16.685,16.657,16.420",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.32157248,-76.69246616,29.0
1686,tu94-H073-15,151557,1/23/2017 16:00,29,0,9,,,"2,10,13,19,21,22,24,27,29","17.090,16.963,16.842,16.502,16.337,16.139,15.959,15.882,15.690",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.30718327,-76.74901317,28.0
1687,tu94-H073-15,151557,1/24/2017 12:00,30,0,10,,,"2,17,18,22,23,25,26,28,29,30","18.100,18.047,18.002,17.972,17.918,17.859,17.854,17.793,17.543,17.520",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.26640091,-76.74393275,30.0
1688,tu94-H073-15,151557,1/25/2017 8:00,30,0,4,,,"2,28,29,30","16.790,16.790,16.760,16.750",,,,,,,,,,,0,"0,0,0,0",,,3/28/2017,3/28/2017,,,,34.26253588,-76.74494752,30.0
1689,tu94-H073-15,151557,1/26/2017 8:00,29,0,10,,,"2,4,5,8,11,13,16,20,25,29","20.230,20.130,19.819,19.759,19.311,18.646,18.325,18.051,18.071,17.740",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.34746091,-76.7183788,28.0
1690,tu94-H073-15,151557,1/27/2017 8:00,25,0,10,,,"2,3,6,8,12,15,16,23,24,25","17.490,17.490,17.514,17.516,17.539,17.533,17.527,17.521,17.527,17.600",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.42324709,-76.7963936,24.0
1691,tu94-H073-15,151557,1/29/2017 20:00,24,0,9,,,"2,3,4,5,12,17,22,23,24","14.388,14.369,14.311,14.311,14.375,14.400,14.389,14.331,14.145",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.39792895,-76.85716279,24.0
1692,tu94-H073-15,151557,1/30/2017 16:00,25,0,10,,,"2,4,9,10,16,17,19,23,24,25","16.750,16.816,16.860,16.895,16.921,16.970,16.970,16.914,16.878,16.878",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.3969476,-76.82650539,25.0
1693,tu94-H073-15,151557,1/31/2017 0:00,27,0,9,,,"2,3,5,6,10,22,24,25,27","18.120,18.120,18.193,18.211,18.218,18.218,18.215,18.201,18.201",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.35476425,-76.80072851,26.0
1694,tu94-H073-15,151557,1/31/2017 12:00,27,0,4,,,"2,25,26,27","17.920,17.920,17.859,17.802",,,,,,,,,,,0,"0,0,0,0",,,3/28/2017,3/28/2017,,,,34.30232586,-76.78822314,26.0
1695,tu94-H073-15,151557,2/1/2017 4:00,28,0,10,,,"2,4,6,7,18,24,25,26,27,28","18.080,18.083,18.096,18.097,18.098,18.094,18.100,18.101,18.148,18.260",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.29659157,-76.77531012,27.0
1696,tu94-H073-15,151557,2/2/2017 0:00,26,0,10,,,"2,7,11,15,20,21,22,24,25,26","18.662,18.662,18.652,18.648,18.647,18.640,18.647,18.650,18.690,18.690",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.31749472,-76.79178296,27.0
1697,tu94-H073-15,151557,2/2/2017 20:00,27,0,10,,,"2,3,4,5,6,10,19,24,25,27","18.245,18.328,18.328,18.570,18.368,18.368,18.232,18.218,18.010,18.025",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.3417036,-76.76801586,27.0
1698,tu94-H073-15,151557,2/3/2017 12:00,27,0,10,,,"2,3,4,10,13,16,17,24,26,27","17.727,17.739,17.740,17.733,17.717,17.712,17.698,17.681,17.660,17.660",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.34705582,-76.77067769,27.0
1699,tu94-H073-15,151557,2/5/2017 12:00,27,0,10,,,"2,5,9,11,18,19,22,24,25,27","16.220,16.208,16.161,16.155,16.102,16.066,16.061,16.046,15.940,15.940",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.33375556,-76.81087137,26.0
1700,tu94-H073-15,151557,2/5/2017 20:00,27,0,4,,,"2,25,26,27","15.810,15.810,15.771,15.760",,,,,,,,,,,0,"0,0,0,0",,,3/28/2017,3/28/2017,,,,34.33286626,-76.81226954,26.0
1701,tu94-H073-15,151557,2/6/2017 8:00,27,0,4,,,"2,25,26,27","15.940,15.940,15.947,15.950",,,,,,,,,,,0,"0,0,0,0",,,3/28/2017,3/28/2017,,,,34.32808168,-76.82039468,26.0
1702,tu94-H073-15,151557,2/11/2017 12:00,27,0,10,,,"2,3,4,5,22,23,24,25,26,27","14.894,14.890,14.890,14.893,14.893,14.894,14.923,14.930,14.950,14.950",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.42178391,-76.66854447,24.0
1703,tu94-H073-15,151557,2/11/2017 20:00,26,0,10,,,"2,3,4,9,11,12,13,22,24,26","15.260,15.128,15.068,15.026,15.026,15.067,15.071,15.051,14.958,14.920",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,3/28/2017,3/28/2017,,,,34.43043643,-76.63044933,22.0
1704,tu94-H070-15,151558,6/14/2016 8:00,4,0,3,,,"2,3,4","18.120,18.120,18.100",,,,,,,,,,,0,"0,0,0",,,7/23/2017,7/23/2017,,,,38.31392189,-74.39960662,41.0
1705,tu94-H070-15,151558,6/17/2016 0:00,45,0,10,,,"2,13,15,16,18,20,25,32,34,45","18.540,16.560,15.498,14.022,12.501,11.511,10.278,10.098,9.540,9.783",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/23/2017,7/23/2017,,,,38.16472117,-74.36723141,45.0
1706,tu94-H070-15,151558,6/19/2016 4:00,4,0,3,,,"2,3,4","18.560,18.557,18.550",,,,,,,,,,,0,"0,0,0",,,7/23/2017,7/23/2017,,,,38.05672148,-74.67188286,32.0
1707,tu94-H070-15,151558,6/20/2016 12:00,46,0,10,,,"2,10,14,15,16,20,21,33,34,46","18.370,16.758,14.112,13.945,12.901,12.049,10.738,10.312,10.020,10.045",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/23/2017,7/23/2017,,,,37.94983529,-74.53952331,49.0
1708,tu94-H070-15,151558,6/21/2016 4:00,5,0,4,,,"2,3,4,5","19.220,19.202,18.952,18.870",,,,,,,,,,,0,"0,0,0,0",,,7/23/2017,7/23/2017,,,,38.05088608,-74.40623096,47.0
1709,tu94-H070-15,151558,6/21/2016 20:00,51,0,10,,,"2,8,15,16,20,24,34,46,50,51","18.612,18.253,18.760,16.805,12.647,10.259,9.540,9.863,9.540,9.863",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/23/2017,7/23/2017,,,,38.12513742,-74.282428,39.0
1710,tu94-H070-15,151558,6/22/2016 12:00,45,0,10,,,"2,8,12,14,15,16,18,21,24,45","18.710,18.375,17.352,16.152,15.018,14.544,12.581,11.047,10.284,9.410",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/23/2017,7/23/2017,,,,38.2254332,-74.22106914,54.0
1711,tu94-H070-15,151558,6/23/2016 8:00,5,0,4,,,"2,3,4,5","19.690,19.688,19.670,19.670",,,,,,,,,,,0,"0,0,0,0",,,7/23/2017,7/23/2017,,,,38.27310628,-74.24779852,51.0
1712,tu94-H070-15,151558,6/23/2016 16:00,52,0,10,,,"2,4,9,17,18,21,23,37,50,52","19.200,18.971,17.218,12.281,12.243,10.823,10.375,9.670,9.670,10.080",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/23/2017,7/23/2017,,,,38.30346344,-74.24084791,52.0
1713,tu94-H070-15,151558,6/23/2016 20:00,51,0,10,,,"2,8,12,13,16,18,20,21,30,51","19.540,18.423,16.727,15.649,14.189,12.582,12.082,11.161,10.122,9.740",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/23/2017,7/23/2017,,,,38.30954224,-74.22521388,53.0
1714,tu94-H070-15,151558,6/26/2016 4:00,11,0,9,,,"2,3,4,6,7,8,9,10,11","20.591,20.591,20.610,20.610,20.605,20.540,20.216,20.086,19.638",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0",,,7/23/2017,7/23/2017,,,,38.36862489,-74.20523047,54.0
1715,tu94-H070-15,151558,6/26/2016 12:00,53,0,10,,,"2,8,11,13,15,16,20,22,32,53","20.530,19.740,18.087,16.107,15.781,13.749,11.685,11.190,10.074,10.000",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/23/2017,7/23/2017,,,,38.3652735,-74.21520779,54.0
1716,tu94-H070-15,151558,6/27/2016 16:00,53,0,10,,,"2,5,6,12,14,18,24,28,50,53","20.600,20.333,19.196,18.194,17.147,13.125,10.630,9.939,9.805,9.460",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/23/2017,7/23/2017,,,,38.41177151,-74.12867421,56.0
1717,tu94-H070-15,151558,6/28/2016 20:00,44,0,10,,,"2,8,18,19,21,28,34,35,36,44","20.680,19.806,13.734,12.086,11.091,10.870,9.653,10.173,9.620,10.173",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/23/2017,7/23/2017,,,,38.36831564,-74.27704521,51.0
1718,tu94-H070-15,151558,6/29/2016 4:00,6,0,4,,,"2,4,5,6","21.310,21.301,21.256,21.230",,,,,,,,,,,0,"0,0,0,0",,,7/23/2017,7/23/2017,,,,38.4500558,-74.2105216,48.0
1719,tu94-H070-15,151558,7/1/2016 12:00,52,0,10,,,"2,5,9,14,17,19,20,23,33,52","22.530,21.372,19.134,14.987,13.143,12.697,11.998,10.904,9.810,9.899",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/23/2017,7/23/2017,,,,38.27522686,-74.18192691,62.0
1720,tu94-H070-15,151558,7/2/2016 8:00,4,0,2,,,"2,4","22.170,22.170",,,,,,,,,,,0,"0,0",,,7/23/2017,7/23/2017,,,,38.18955208,-74.13536842,63.0
1721,tu94-H070-15,151558,7/3/2016 0:00,61,0,10,,,"2,14,18,23,28,29,32,33,35,61","22.260,21.188,19.402,15.398,13.266,11.776,10.605,11.332,10.125,9.940",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/23/2017,7/23/2017,,,,38.27174628,-74.20633903,57.0
1722,tu94-H070-15,151558,7/3/2016 4:00,18,0,9,,,"2,10,11,12,13,14,15,16,18","22.570,22.275,22.137,21.871,21.317,20.926,20.326,19.616,19.045",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0",,,7/23/2017,7/23/2017,,,,38.29975038,-74.223098,54.0
1723,tu94-H070-15,151558,7/3/2016 8:00,11,0,9,,,"2,4,5,6,7,8,9,10,11","22.610,22.602,22.594,22.554,22.477,22.375,22.234,21.157,20.658",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0",,,7/23/2017,7/23/2017,,,,38.32040337,-74.25054977,53.0
1724,tu94-H070-15,151558,7/4/2016 0:00,51,0,10,,,"2,6,8,11,12,17,20,24,36,51","22.050,21.950,21.266,19.162,17.792,14.817,12.327,10.957,9.737,9.600",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/23/2017,7/23/2017,,,,38.26469226,-74.22401839,53.0
1725,tu94-H070-15,151558,7/4/2016 12:00,51,0,10,,,"2,10,12,15,16,22,23,24,25,51","22.200,20.912,20.066,18.474,16.592,14.369,12.639,12.437,11.149,9.570",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/23/2017,7/23/2017,,,,38.24089572,-74.21733066,54.0
1726,tu94-H070-15,151558,7/7/2016 20:00,52,0,10,,,"2,11,15,23,27,39,40,41,43,52","23.450,20.872,16.971,11.842,10.874,10.451,9.810,10.397,9.810,10.015",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/23/2017,7/23/2017,,,,38.334427,-74.20922143,56.0
1727,tu94-H070-15,151558,7/15/2016 4:00,7,0,5,,,"2,4,5,6,7","24.590,24.590,24.513,24.498,24.490",,,,,,,,,,,0,"0,0,0,0,0",,,7/23/2017,7/23/2017,,,,37.82947066,-74.40655561,62.0
