,ref,PTT,END_DATE,MAX_DBAR,NUM,N_TEMP,N_COND,N_SAL,TEMP_DBAR,TEMP_VALS,COND_DBAR,COND_VALS,SAL_DBAR,SAL_VALS,N_FLUORO,FLUORO_DBAR,FLUORO_VALS,N_OXY,OXY_DBAR,OXY_VALS,QC_PROFILE,QC_TEMP,QC_SAL,SAL_CORRECTED_VALS,CREATED,MODIFIED,N_PHOTO,PHOTO_DBAR,PHOTO_VALS,lat,lon,depth_bottom
0,tu94-H905BATT-12,118905,5/17/2016 20:00,37,0,10,,,"2,6,10,12,18,20,23,27,30,37","12.200,11.749,11.608,10.985,10.962,10.454,10.290,10.447,11.277,11.510",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,,,
1,tu94-H905BATT-12,118905,5/18/2016 0:00,22,0,10,,,"2,5,8,9,10,12,17,18,20,22","11.840,11.555,11.403,11.236,10.974,10.654,10.508,10.424,10.058,9.890",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,37.87072936,-74.61519537,47.0
2,tu94-H905BATT-12,118905,5/18/2016 12:00,9,0,8,,,"2,3,4,5,6,7,8,9","11.620,11.618,11.617,11.613,11.597,11.597,11.588,11.570",,,,,,,,,,,0,"0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,37.77403883,-74.59926392,54.0
3,tu94-H905BATT-12,118905,5/18/2016 20:00,11,0,10,,,"2,3,4,5,6,7,8,9,10,11","11.570,11.562,11.561,11.552,11.551,11.546,11.537,11.503,11.480,11.480",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,37.76810153,-74.65350185,50.0
4,tu94-H905BATT-12,118905,5/19/2016 20:00,17,0,9,,,"2,4,7,9,12,14,15,16,17","12.220,12.198,12.075,11.975,11.731,11.115,10.641,10.439,10.390",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,37.59663419,-74.73842117,51.0
5,tu94-H905BATT-12,118905,5/20/2016 8:00,7,0,3,,,"2,6,7","12.210,12.210,12.245",,,,,,,,,,,0,"0,0,0",,,7/4/2017,7/4/2017,,,,37.53069957,-74.77495308,53.0
6,tu94-H905BATT-12,118905,5/20/2016 12:00,12,0,8,,,"2,4,6,7,8,9,10,12","12.147,12.160,12.160,12.159,12.149,12.092,12.060,12.060",,,,,,,,,,,0,"0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,37.51870308,-74.7503854,49.0
7,tu94-H905BATT-12,118905,5/21/2016 12:00,8,0,7,,,"2,3,4,5,6,7,8","13.180,13.180,13.176,13.116,12.931,12.814,12.747",,,,,,,,,,,0,"0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,37.42774745,-74.88396774,40.0
8,tu94-H905BATT-12,118905,5/21/2016 16:00,5,0,3,,,"2,3,5","13.100,13.092,13.066",,,,,,,,,,,0,"0,0,0",,,7/4/2017,7/4/2017,,,,37.43686524,-74.91451452,41.0
9,tu94-H905BATT-12,118905,5/22/2016 0:00,10,0,9,,,"2,3,4,5,6,7,8,9,10","13.240,13.163,13.118,13.081,13.044,13.013,12.897,12.879,12.850",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,37.45665712,-74.94415375,35.0
10,tu94-H905BATT-12,118905,5/22/2016 12:00,9,0,4,,,"2,7,8,9","12.920,12.920,12.903,12.890",,,,,,,,,,,0,"0,0,0,0",,,7/4/2017,7/4/2017,,,,37.34824167,-74.96166853,39.0
11,tu94-H905BATT-12,118905,5/23/2016 4:00,7,0,5,,,"2,3,5,6,7","13.170,13.172,13.178,13.180,13.180",,,,,,,,,,,0,"0,0,0,0,0",,,7/4/2017,7/4/2017,,,,37.20560037,-75.07721737,31.0
12,tu94-H905BATT-12,118905,5/23/2016 16:00,5,0,2,,,"2,5","13.370,13.351",,,,,,,,,,,0,"0,0",,,7/4/2017,7/4/2017,,,,37.0672141,-75.15306846,35.0
13,tu94-H905BATT-12,118905,5/24/2016 8:00,7,0,5,,,"2,3,4,6,7","13.160,13.160,13.180,13.180,13.160",,,,,,,,,,,0,"0,0,0,0,0",,,7/4/2017,7/4/2017,,,,36.91492649,-75.19802608,32.0
14,tu94-H905BATT-12,118905,5/24/2016 12:00,7,0,5,,,"2,3,5,6,7","13.213,13.210,13.210,13.220,13.220",,,,,,,,,,,0,"0,0,0,0,0",,,7/4/2017,7/4/2017,,,,36.89193276,-75.185393,31.0
15,tu94-H905BATT-12,118905,5/24/2016 16:00,32,0,10,,,"2,11,12,14,15,16,17,21,24,32","13.440,13.295,13.173,12.814,12.693,12.097,12.075,11.760,11.674,11.610",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,36.87654914,-75.1693064,28.0
16,tu94-H905BATT-12,118905,5/25/2016 4:00,41,0,10,,,"2,16,17,18,19,21,22,30,33,41","12.530,12.530,12.420,12.081,11.952,11.896,11.833,11.780,11.730,11.732",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,36.84276587,-75.1313441,32.0
17,tu94-H905BATT-12,118905,5/25/2016 8:00,31,0,10,,,"2,3,4,7,10,11,13,18,22,31","13.890,13.881,13.639,13.294,13.155,13.010,12.216,11.912,11.800,11.690",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,36.83923309,-75.12963085,32.0
18,tu94-H905BATT-12,118905,5/25/2016 12:00,31,0,10,,,"2,4,7,9,12,13,15,16,17,31","13.760,13.693,13.367,13.230,12.722,12.495,12.185,12.088,11.884,11.680",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,36.83779566,-75.11466794,30.0
19,tu94-H905BATT-12,118905,5/25/2016 20:00,32,0,10,,,"2,4,5,6,7,9,11,15,19,32","14.400,14.215,13.674,13.263,13.155,12.774,12.462,12.222,11.648,11.640",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,36.8352745,-75.09240653,34.0
20,tu94-H905BATT-12,118905,5/26/2016 0:00,35,0,10,,,"2,4,6,11,13,16,18,20,26,35","14.680,13.993,13.536,13.208,12.853,12.774,12.282,12.009,11.849,11.770",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,36.84515349,-75.110168,29.0
21,tu94-H905BATT-12,118905,5/26/2016 12:00,41,0,10,,,"2,5,7,9,10,12,17,20,24,41","14.410,14.307,14.055,13.496,13.318,13.128,12.407,11.497,11.306,11.180",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,36.87815602,-75.09611051,31.0
22,tu94-H905BATT-12,118905,5/26/2016 16:00,25,0,10,,,"2,5,8,10,15,16,17,18,20,25","13.910,13.457,12.774,12.594,12.364,12.069,11.619,11.439,11.281,11.230",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,36.90177739,-75.03809955,36.0
23,tu94-H905BATT-12,118905,5/27/2016 0:00,36,0,10,,,"2,4,6,7,12,13,15,18,21,36","15.060,14.716,13.911,13.666,13.061,12.658,12.394,11.402,11.248,11.110",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,36.93935524,-75.00915174,36.0
24,tu94-H905BATT-12,118905,5/27/2016 4:00,38,0,10,,,"2,3,4,5,6,7,8,16,24,38","14.690,14.618,13.795,13.455,13.358,13.033,12.903,11.289,11.120,11.080",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,36.95373672,-75.00085093,38.0
25,tu94-H905BATT-12,118905,5/27/2016 8:00,3,0,2,,,"2,3","14.040,14.060",,,,,,,,,,,0,"0,0",,,7/4/2017,7/4/2017,,,,36.94650722,-74.96781886,39.0
26,tu94-H905BATT-12,118905,5/27/2016 20:00,42,0,10,,,"2,3,7,12,14,19,21,28,38,42","15.280,15.203,13.836,12.623,12.285,11.715,11.131,10.561,10.580,10.450",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,36.97448888,-74.94849408,41.0
27,tu94-H905BATT-12,118905,5/28/2016 8:00,7,0,6,,,"2,3,4,5,6,7","15.160,15.128,14.888,14.864,14.449,14.223",,,,,,,,,,,0,"0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,36.98497561,-74.9077857,48.0
28,tu94-H905BATT-12,118905,5/29/2016 20:00,37,0,10,,,"2,3,5,7,9,11,12,13,24,37","16.080,15.743,15.622,15.230,14.264,13.042,12.982,12.604,11.322,11.050",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,37.10840317,-75.07667518,34.0
29,tu94-H905BATT-12,118905,6/1/2016 8:00,8,0,7,,,"2,3,4,5,6,7,8","17.980,17.353,16.717,15.748,15.530,15.354,15.180",,,,,,,,,,,0,"0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,37.36154759,-75.04211269,36.0
30,tu94-H905BATT-12,118905,6/1/2016 20:00,34,0,10,,,"2,4,6,7,8,12,15,20,24,34","18.450,18.061,16.560,16.088,15.097,12.407,11.904,11.630,11.127,10.830",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,37.46419259,-75.0191216,32.0
31,tu94-H905BATT-12,118905,6/3/2016 12:00,34,0,10,,,"2,4,5,6,7,8,9,11,20,34","18.810,18.699,17.202,15.983,14.811,13.890,13.315,12.746,12.012,11.880",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,37.62525742,-75.03148215,31.0
32,tu94-H905BATT-12,118905,6/4/2016 4:00,6,0,5,,,"2,3,4,5,6","19.750,19.708,19.696,19.304,18.674",,,,,,,,,,,0,"0,0,0,0,0",,,7/4/2017,7/4/2017,,,,37.71709525,-75.17116719,26.0
33,tu94-H905BATT-12,118905,6/4/2016 8:00,7,0,6,,,"2,3,4,5,6,7","19.850,19.841,19.714,19.352,19.211,19.130",,,,,,,,,,,0,"0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,37.73405141,-75.22156101,19.0
34,tu94-H905BATT-12,118905,6/5/2016 0:00,8,0,7,,,"2,3,4,5,6,7,8","19.680,19.558,18.907,18.085,16.953,15.651,15.310",,,,,,,,,,,0,"0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,37.90365861,-75.08149182,18.0
35,tu94-H905BATT-12,118905,6/5/2016 4:00,9,0,8,,,"2,3,4,5,6,7,8,9","19.600,19.558,19.229,18.512,18.204,15.515,14.862,14.370",,,,,,,,,,,0,"0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,37.94058941,-75.06275534,22.0
36,tu94-H905BATT-12,118905,6/6/2016 8:00,7,0,5,,,"2,4,5,6,7","18.260,18.260,18.221,18.109,18.100",,,,,,,,,,,0,"0,0,0,0,0",,,7/4/2017,7/4/2017,,,,38.14306097,-74.54559923,39.0
37,tu94-H905BATT-12,118905,6/8/2016 20:00,59,0,10,,,"2,5,10,13,16,20,25,42,52,59","18.260,17.490,14.817,12.702,11.348,10.029,9.507,9.410,9.649,10.242",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,38.17534078,-74.19896694,58.0
38,tu94-H905BATT-12,118905,6/9/2016 8:00,10,0,8,,,"2,4,5,6,7,8,9,10","17.530,17.540,17.540,17.535,17.521,17.477,17.414,17.259",,,,,,,,,,,0,"0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,38.17034262,-74.27349395,44.0
39,tu94-H905BATT-12,118905,6/10/2016 8:00,11,0,10,,,"2,3,4,5,6,7,8,9,10,11","17.580,17.496,17.465,17.457,17.440,17.185,17.062,16.997,16.579,15.490",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,38.29995961,-74.3045532,49.0
40,tu94-H905BATT-12,118905,6/12/2016 12:00,43,0,10,,,"2,6,9,11,14,15,16,20,23,43","17.680,17.554,17.122,16.163,14.222,13.420,12.406,10.802,10.064,9.820",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,38.43864684,-74.35981466,42.0
41,tu94-H905BATT-12,118905,6/13/2016 8:00,8,0,6,,,"2,3,4,6,7,8","18.176,18.177,18.180,18.180,18.170,18.170",,,,,,,,,,,0,"0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,38.49039154,-74.42032708,43.0
42,tu94-H905BATT-12,118905,6/14/2016 12:00,41,0,10,,,"2,9,12,13,15,17,20,23,29,41","18.130,17.792,17.033,16.501,14.416,12.897,11.243,10.416,9.817,9.690",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,38.45605031,-74.45083776,40.0
43,tu94-H905BATT-12,118905,6/14/2016 16:00,42,0,10,,,"2,9,12,14,15,17,18,21,26,42","18.020,17.624,17.146,15.586,13.903,11.899,11.255,10.216,9.861,9.770",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,38.45851247,-74.46395225,36.0
44,tu94-H905BATT-12,118905,6/15/2016 4:00,9,0,8,,,"2,3,4,5,6,7,8,9","18.260,18.201,17.976,17.950,17.887,17.799,17.791,17.740",,,,,,,,,,,0,"0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,38.465304,-74.43782846,42.0
45,tu94-H905BATT-12,118905,6/15/2016 8:00,8,0,7,,,"2,3,4,5,6,7,8","17.914,17.920,17.920,17.914,17.894,17.852,17.720",,,,,,,,,,,0,"0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,38.46743528,-74.41345393,44.0
46,tu94-H905BATT-12,118905,6/15/2016 16:00,43,0,10,,,"2,8,12,16,17,19,22,24,27,43","17.950,17.466,16.661,14.338,13.344,12.540,11.054,10.348,9.995,9.740",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,38.44878025,-74.41650936,45.0
47,tu94-H905BATT-12,118905,6/16/2016 0:00,42,0,10,,,"2,9,11,17,19,20,21,23,27,42","18.320,17.650,17.285,13.826,11.960,11.833,11.070,10.332,9.933,9.840",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,38.52926067,-74.44145065,42.0
48,tu94-H905BATT-12,118905,6/16/2016 12:00,39,0,10,,,"2,8,10,15,17,19,20,22,26,39","18.310,18.310,17.953,14.770,13.024,12.382,11.489,10.856,10.474,10.190",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,38.52898325,-74.52417782,36.0
49,tu94-H905BATT-12,118905,6/16/2016 16:00,36,0,10,,,"2,8,11,14,16,17,19,20,26,36","18.360,18.162,17.422,15.126,13.932,13.060,11.743,11.323,10.286,10.130",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,38.54738985,-74.47503621,35.0
50,tu94-H905BATT-12,118905,6/17/2016 4:00,11,0,8,,,"2,3,4,6,7,9,10,11","18.360,18.343,18.328,18.328,18.336,18.336,18.256,18.070",,,,,,,,,,,0,"0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,38.58814619,-74.51440305,31.0
51,tu94-H905BATT-12,118905,6/18/2016 4:00,11,0,8,,,"2,3,5,6,7,9,10,11","18.002,18.020,18.020,17.994,17.990,17.990,17.996,17.996",,,,,,,,,,,0,"0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,38.62470425,-74.48133986,35.0
52,tu94-H905BATT-12,118905,6/18/2016 16:00,39,0,10,,,"2,5,12,15,17,18,20,22,26,39","18.210,17.960,17.811,16.669,14.003,12.869,10.969,10.695,10.570,10.390",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,38.60906078,-74.4000432,40.0
53,tu94-H905BATT-12,118905,6/19/2016 8:00,8,0,7,,,"2,3,4,5,6,7,8","18.390,18.390,18.347,18.337,18.282,18.278,18.215",,,,,,,,,,,0,"0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,38.63931305,-74.37522305,36.0
54,tu94-H905BATT-12,118905,6/20/2016 0:00,43,0,10,,,"2,4,6,14,15,17,20,22,28,43","19.580,18.839,18.511,18.070,17.666,15.490,11.738,10.819,10.303,10.200",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,38.68460909,-74.28535425,42.0
55,tu94-H905BATT-12,118905,6/20/2016 8:00,8,0,7,,,"2,3,4,5,6,7,8","18.960,18.960,18.955,18.921,18.872,18.656,18.405",,,,,,,,,,,0,"0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,38.6794049,-74.25981149,40.0
56,tu94-H905BATT-12,118905,6/20/2016 16:00,43,0,10,,,"2,7,10,13,16,17,19,20,23,43","18.840,18.589,17.780,17.394,16.478,15.212,12.213,11.018,10.138,9.860",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,38.67973813,-74.20126453,43.0
57,tu94-H905BATT-12,118905,6/21/2016 0:00,44,0,10,,,"2,8,12,14,16,18,20,21,27,44","19.540,18.073,17.651,16.375,13.709,12.654,10.919,10.506,10.171,9.950",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,38.68555215,-74.22182536,42.0
58,tu94-H905BATT-12,118905,6/21/2016 4:00,15,0,10,,,"2,5,6,7,8,9,12,13,14,15","19.000,18.469,18.188,18.018,17.660,17.490,17.287,17.120,16.477,16.130",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,38.76150768,-74.18526795,45.0
59,tu94-H905BATT-12,118905,6/22/2016 4:00,10,0,8,,,"2,3,5,6,7,8,9,10","18.440,18.436,18.434,18.418,18.415,18.415,18.405,18.390",,,,,,,,,,,0,"0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,38.82161047,-74.04636682,45.0
60,tu94-H905BATT-12,118905,6/22/2016 8:00,9,0,6,,,"2,4,6,7,8,9","18.451,18.450,18.451,18.454,18.458,18.460",,,,,,,,,,,0,"0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,38.83253131,-74.03800887,44.0
61,tu94-H905BATT-12,118905,6/24/2016 8:00,7,0,6,,,"2,3,4,5,6,7","19.370,19.315,19.222,19.125,19.110,19.110",,,,,,,,,,,0,"0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,38.91953362,-74.06299219,38.0
62,tu94-H905BATT-12,118905,6/24/2016 12:00,40,0,10,,,"2,7,10,15,17,18,20,22,25,40","19.290,19.059,18.232,15.894,14.490,12.989,11.026,10.459,9.891,9.670",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,38.92764217,-74.06027291,38.0
63,tu94-H905BATT-12,118905,6/25/2016 12:00,35,0,10,,,"2,10,12,13,14,16,17,18,20,35","19.300,19.264,18.945,18.394,17.311,16.192,14.904,12.782,10.837,10.420",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,38.95910463,-74.21155524,33.0
64,tu94-H905BATT-12,118905,6/26/2016 4:00,8,0,7,,,"2,3,4,5,6,7,8","19.530,19.519,19.488,19.481,19.477,19.463,19.435",,,,,,,,,,,0,"0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,39.0070971,-74.19774742,31.0
65,tu94-H905BATT-12,118905,6/26/2016 8:00,8,0,7,,,"2,3,4,5,6,7,8","19.360,19.360,19.370,19.375,19.378,19.385,19.390",,,,,,,,,,,0,"0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,39.00076703,-74.19005639,32.0
66,tu94-H905BATT-12,118905,6/28/2016 12:00,34,0,10,,,"2,11,13,15,16,18,19,21,23,34","20.090,19.583,17.990,17.520,16.618,15.678,14.269,12.317,11.313,10.880",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,39.18797568,-73.95096221,33.0
67,tu94-H905BATT-12,118905,6/29/2016 16:00,44,0,10,,,"2,10,11,12,13,14,16,21,23,44","20.250,19.833,19.217,18.164,16.485,15.703,15.014,11.207,10.383,9.820",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,39.23246431,-73.73409137,43.0
68,tu94-H905BATT-12,118905,6/29/2016 20:00,44,0,10,,,"2,9,12,13,14,15,21,24,26,44","20.440,19.561,18.195,16.659,16.448,15.664,14.044,11.216,10.464,9.850",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,39.23803157,-73.72295685,42.0
69,tu94-H905BATT-12,118905,7/2/2016 8:00,8,0,6,,,"2,3,4,6,7,8","21.170,21.175,21.177,21.177,21.180,21.180",,,,,,,,,,,0,"0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,39.31726319,-73.56719567,44.0
70,tu94-H905BATT-12,118905,7/3/2016 20:00,50,0,10,,,"2,10,11,13,17,18,19,21,23,50","21.490,20.624,19.758,16.842,15.122,13.926,13.450,11.535,10.571,9.290",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,39.24335916,-73.57719771,43.0
71,tu94-H905BATT-12,118905,7/4/2016 20:00,41,0,10,,,"2,9,10,12,14,19,23,24,26,41","21.550,20.585,19.992,17.805,16.433,15.072,12.420,11.420,10.595,9.920",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,39.21916582,-73.72862288,41.0
72,tu94-H905BATT-12,118905,7/5/2016 20:00,40,0,10,,,"2,10,14,15,18,20,21,27,32,40","21.450,19.640,17.242,17.195,16.065,14.751,14.532,10.727,10.001,9.920",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,39.13752409,-73.64455966,38.0
73,tu94-H905BATT-12,118905,7/6/2016 0:00,37,0,10,,,"2,4,9,11,12,13,17,19,25,37","21.800,21.467,19.281,19.091,16.157,14.993,12.854,12.712,10.241,9.920",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,39.11650033,-73.70685272,34.0
74,tu94-H905BATT-12,118905,7/6/2016 4:00,37,0,10,,,"2,9,10,11,13,15,16,21,25,37","21.860,20.225,19.554,18.078,15.870,14.345,13.198,10.709,10.038,9.660",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,39.11673511,-73.71929978,35.0
75,tu94-H905BATT-12,118905,7/6/2016 16:00,39,0,10,,,"2,8,11,15,16,17,20,21,27,39","21.980,20.553,18.232,16.757,14.194,14.194,12.961,11.824,10.265,9.890",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,39.12535796,-73.65767855,35.0
76,tu94-H905BATT-12,118905,7/7/2016 4:00,5,0,4,,,"2,3,4,5","22.670,22.419,22.024,21.960",,,,,,,,,,,0,"0,0,0,0",,,7/4/2017,7/4/2017,,,,39.14160327,-73.73708392,34.0
77,tu94-H905BATT-12,118905,7/7/2016 12:00,34,0,10,,,"2,8,11,13,14,17,19,21,26,34","22.970,21.697,18.572,16.913,15.704,14.495,13.029,12.026,10.406,10.110",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,39.16088865,-73.69029261,36.0
78,tu94-H905BATT-12,118905,7/7/2016 16:00,36,0,10,,,"2,6,10,13,16,17,20,23,25,36","22.830,21.785,19.066,16.258,14.923,14.873,12.405,11.021,10.530,10.240",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,39.16359703,-73.70662825,34.0
79,tu94-H905BATT-12,118905,7/7/2016 20:00,36,0,10,,,"2,5,9,13,20,21,22,23,25,36","23.690,21.886,21.092,17.189,14.497,13.501,13.447,11.697,10.863,10.230",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,39.18482749,-73.72933201,35.0
80,tu94-H905BATT-12,118905,7/8/2016 0:00,16,0,10,,,"2,4,5,6,7,10,11,14,15,16","23.620,23.421,23.154,22.787,22.227,21.225,20.666,17.935,17.518,17.400",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,39.19156819,-73.74416135,38.0
81,tu94-H905BATT-12,118905,7/9/2016 0:00,38,0,10,,,"2,11,12,14,15,19,20,24,30,38","24.490,21.191,18.845,18.518,17.238,14.550,14.508,11.152,10.313,10.270",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,39.17950683,-73.75913575,39.0
82,tu94-H905BATT-12,118905,7/9/2016 12:00,41,0,10,,,"2,6,10,11,14,15,20,23,24,41","23.157,23.310,21.505,20.857,17.324,17.222,14.527,12.735,11.642,10.600",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,39.15600846,-73.92472332,43.0
83,tu94-H905BATT-12,118905,7/9/2016 16:00,49,0,10,,,"2,10,14,17,21,22,23,25,40,49","23.070,22.287,17.949,16.731,13.312,13.126,11.895,11.262,10.640,10.876",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,39.16466505,-73.94526299,39.0
84,tu94-H905BATT-12,118905,7/10/2016 4:00,7,0,5,,,"2,4,5,6,7","23.560,23.560,23.487,23.445,23.420",,,,,,,,,,,0,"0,0,0,0,0",,,7/4/2017,7/4/2017,,,,39.17373873,-73.92228707,39.0
85,tu94-H905BATT-12,118905,7/11/2016 12:00,40,0,10,,,"2,6,10,12,13,15,20,22,30,40","22.980,22.980,21.853,19.189,16.797,14.567,11.841,11.210,10.590,10.726",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,39.09984822,-73.85856504,37.0
86,tu94-H905BATT-12,118905,7/12/2016 0:00,38,0,10,,,"2,7,11,12,16,17,20,21,24,38","22.740,22.504,21.394,19.728,16.067,16.020,14.166,12.642,11.343,10.930",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,39.16112658,-73.86668554,36.0
87,tu94-H905BATT-12,118905,7/12/2016 4:00,4,0,3,,,"2,3,4","23.200,23.121,23.040",,,,,,,,,,,0,"0,0,0",,,7/4/2017,7/4/2017,,,,39.13256694,-73.84516735,31.0
88,tu94-H905BATT-12,118905,7/13/2016 8:00,7,0,5,,,"2,4,5,6,7","23.150,23.150,23.142,23.130,23.130",,,,,,,,,,,0,"0,0,0,0,0",,,7/4/2017,7/4/2017,,,,39.17881058,-73.80214759,38.0
89,tu94-H905BATT-12,118905,7/14/2016 0:00,43,0,10,,,"2,10,14,16,17,18,19,21,24,43","23.160,22.105,20.656,19.271,17.517,17.326,15.572,13.437,11.289,10.450",,,,,,,,,,,0,"0,0,0,0,0,0,0,0,0,0",,,7/4/2017,7/4/2017,,,,39.24696475,-73.74785271,39.0
