dive_num,PTT,argos_date,depth,temp,lat_argos,lon_argos,gps_date,lat_gps,lon_gps
36,161297,2018-07-01 00:00:00,12,16.134,38.54642232597757,-74.36522170675134,2018-07-01 00:03:13,38.5465507507324,-74.3655471801758
36,161297,2018-07-01 00:00:00,14,15.064,38.54642232597757,-74.36522170675134,2018-07-01 00:03:13,38.5465507507324,-74.3655471801758
36,161297,2018-07-01 00:00:00,15,13.243,38.54642232597757,-74.36522170675134,2018-07-01 00:03:13,38.5465507507324,-74.3655471801758
36,161297,2018-07-01 00:00:00,22,8.420,38.54642232597757,-74.36522170675134,2018-07-01 00:03:13,38.5465507507324,-74.3655471801758
36,161297,2018-07-01 00:00:00,29,7.606,38.54642232597757,-74.36522170675134,2018-07-01 00:03:13,38.5465507507324,-74.3655471801758
36,161297,2018-07-01 00:00:00,45,7.430,38.54642232597757,-74.36522170675134,2018-07-01 00:03:13,38.5465507507324,-74.3655471801758
37,161297,2018-06-30 20:00:00,2,23.110,38.53838407072136,-74.35492092204467,2018-06-30 20:56:29,38.53651809692379,-74.3517608642578
37,161297,2018-06-30 20:00:00,4,22.797,38.53838407072136,-74.35492092204467,2018-06-30 20:56:29,38.53651809692379,-74.3517608642578
37,161297,2018-06-30 20:00:00,7,20.948,38.53838407072136,-74.35492092204467,2018-06-30 20:56:29,38.53651809692379,-74.3517608642578
37,161297,2018-06-30 20:00:00,13,15.291,38.53838407072136,-74.35492092204467,2018-06-30 20:56:29,38.53651809692379,-74.3517608642578
37,161297,2018-06-30 20:00:00,15,13.144,38.53838407072136,-74.35492092204467,2018-06-30 20:56:29,38.53651809692379,-74.3517608642578
37,161297,2018-06-30 20:00:00,17,9.822,38.53838407072136,-74.35492092204467,2018-06-30 20:56:29,38.53651809692379,-74.3517608642578
37,161297,2018-06-30 20:00:00,18,8.662,38.53838407072136,-74.35492092204467,2018-06-30 20:56:29,38.53651809692379,-74.3517608642578
37,161297,2018-06-30 20:00:00,19,8.286,38.53838407072136,-74.35492092204467,2018-06-30 20:56:29,38.53651809692379,-74.3517608642578
37,161297,2018-06-30 20:00:00,31,7.440,38.53838407072136,-74.35492092204467,2018-06-30 20:56:29,38.53651809692379,-74.3517608642578
37,161297,2018-06-30 20:00:00,44,7.440,38.53838407072136,-74.35492092204467,2018-06-30 20:56:29,38.53651809692379,-74.3517608642578
38,161297,2018-06-30 12:00:00,2,22.910,38.49890536542941,-74.35173433924501,2018-06-30 11:53:11,38.4980316162109,-74.3508071899414
38,161297,2018-06-30 12:00:00,6,22.343,38.49890536542941,-74.35173433924501,2018-06-30 11:53:11,38.4980316162109,-74.3508071899414
38,161297,2018-06-30 12:00:00,10,20.122,38.49890536542941,-74.35173433924501,2018-06-30 11:53:11,38.4980316162109,-74.3508071899414
38,161297,2018-06-30 12:00:00,13,15.429,38.49890536542941,-74.35173433924501,2018-06-30 11:53:11,38.4980316162109,-74.3508071899414
38,161297,2018-06-30 12:00:00,15,15.051,38.49890536542941,-74.35173433924501,2018-06-30 11:53:11,38.4980316162109,-74.3508071899414
38,161297,2018-06-30 12:00:00,20,11.349,38.49890536542941,-74.35173433924501,2018-06-30 11:53:11,38.4980316162109,-74.3508071899414
38,161297,2018-06-30 12:00:00,25,9.869,38.49890536542941,-74.35173433924501,2018-06-30 11:53:11,38.4980316162109,-74.3508071899414
38,161297,2018-06-30 12:00:00,26,8.325,38.49890536542941,-74.35173433924501,2018-06-30 11:53:11,38.4980316162109,-74.3508071899414
38,161297,2018-06-30 12:00:00,34,7.160,38.49890536542941,-74.35173433924501,2018-06-30 11:53:11,38.4980316162109,-74.3508071899414
38,161297,2018-06-30 12:00:00,43,7.207,38.49890536542941,-74.35173433924501,2018-06-30 11:53:11,38.4980316162109,-74.3508071899414
39,161297,2018-06-30 04:00:00,2,22.900,38.53354156828935,-74.33051327487733,2018-06-30 04:07:05,38.533050537109396,-74.3297805786133
39,161297,2018-06-30 04:00:00,3,22.596,38.53354156828935,-74.33051327487733,2018-06-30 04:07:05,38.533050537109396,-74.3297805786133
39,161297,2018-06-30 04:00:00,4,22.454,38.53354156828935,-74.33051327487733,2018-06-30 04:07:05,38.533050537109396,-74.3297805786133
40,161297,2018-06-30 00:00:00,2,23.210,38.53140296560421,-74.35475856139331,2018-06-30 00:51:35,38.537788391113295,-74.35003662109379
40,161297,2018-06-30 00:00:00,6,21.978,38.53140296560421,-74.35475856139331,2018-06-30 00:51:35,38.537788391113295,-74.35003662109379
40,161297,2018-06-30 00:00:00,10,15.929,38.53140296560421,-74.35475856139331,2018-06-30 00:51:35,38.537788391113295,-74.35003662109379
40,161297,2018-06-30 00:00:00,13,14.277,38.53140296560421,-74.35475856139331,2018-06-30 00:51:35,38.537788391113295,-74.35003662109379
40,161297,2018-06-30 00:00:00,14,12.749,38.53140296560421,-74.35475856139331,2018-06-30 00:51:35,38.537788391113295,-74.35003662109379
40,161297,2018-06-30 00:00:00,16,11.408,38.53140296560421,-74.35475856139331,2018-06-30 00:51:35,38.537788391113295,-74.35003662109379
40,161297,2018-06-30 00:00:00,17,9.506,38.53140296560421,-74.35475856139331,2018-06-30 00:51:35,38.537788391113295,-74.35003662109379
40,161297,2018-06-30 00:00:00,19,8.524,38.53140296560421,-74.35475856139331,2018-06-30 00:51:35,38.537788391113295,-74.35003662109379
40,161297,2018-06-30 00:00:00,25,7.620,38.53140296560421,-74.35475856139331,2018-06-30 00:51:35,38.537788391113295,-74.35003662109379
40,161297,2018-06-30 00:00:00,45,7.620,38.53140296560421,-74.35475856139331,2018-06-30 00:51:35,38.537788391113295,-74.35003662109379
41,161297,2018-06-29 16:00:00,2,21.880,38.525321777587365,-74.36456740631985,2018-06-29 17:14:25,38.517051696777294,-74.3590087890625
41,161297,2018-06-29 16:00:00,4,21.586,38.525321777587365,-74.36456740631985,2018-06-29 17:14:25,38.517051696777294,-74.3590087890625
41,161297,2018-06-29 16:00:00,6,20.030,38.525321777587365,-74.36456740631985,2018-06-29 17:14:25,38.517051696777294,-74.3590087890625
41,161297,2018-06-29 16:00:00,7,17.667,38.525321777587365,-74.36456740631985,2018-06-29 17:14:25,38.517051696777294,-74.3590087890625
41,161297,2018-06-29 16:00:00,8,16.918,38.525321777587365,-74.36456740631985,2018-06-29 17:14:25,38.517051696777294,-74.3590087890625
41,161297,2018-06-29 16:00:00,11,12.544,38.525321777587365,-74.36456740631985,2018-06-29 17:14:25,38.517051696777294,-74.3590087890625
41,161297,2018-06-29 16:00:00,14,10.767,38.525321777587365,-74.36456740631985,2018-06-29 17:14:25,38.517051696777294,-74.3590087890625
41,161297,2018-06-29 16:00:00,20,9.270,38.525321777587365,-74.36456740631985,2018-06-29 17:14:25,38.517051696777294,-74.3590087890625
41,161297,2018-06-29 16:00:00,23,7.479,38.525321777587365,-74.36456740631985,2018-06-29 17:14:25,38.517051696777294,-74.3590087890625
41,161297,2018-06-29 16:00:00,44,7.200,38.525321777587365,-74.36456740631985,2018-06-29 17:14:25,38.517051696777294,-74.3590087890625
42,161297,2018-06-29 00:00:00,2,22.290,38.57406359630001,-74.36772718976208,2018-06-29 00:08:29,38.574649810791,-74.36901092529298
42,161297,2018-06-29 00:00:00,5,21.873,38.57406359630001,-74.36772718976208,2018-06-29 00:08:29,38.574649810791,-74.36901092529298
42,161297,2018-06-29 00:00:00,10,17.954,38.57406359630001,-74.36772718976208,2018-06-29 00:08:29,38.574649810791,-74.36901092529298
42,161297,2018-06-29 00:00:00,11,16.270,38.57406359630001,-74.36772718976208,2018-06-29 00:08:29,38.574649810791,-74.36901092529298
42,161297,2018-06-29 00:00:00,13,15.734,38.57406359630001,-74.36772718976208,2018-06-29 00:08:29,38.574649810791,-74.36901092529298
42,161297,2018-06-29 00:00:00,14,13.574,38.57406359630001,-74.36772718976208,2018-06-29 00:08:29,38.574649810791,-74.36901092529298
42,161297,2018-06-29 00:00:00,16,13.454,38.57406359630001,-74.36772718976208,2018-06-29 00:08:29,38.574649810791,-74.36901092529298
42,161297,2018-06-29 00:00:00,20,9.312,38.57406359630001,-74.36772718976208,2018-06-29 00:08:29,38.574649810791,-74.36901092529298
42,161297,2018-06-29 00:00:00,23,7.971,38.57406359630001,-74.36772718976208,2018-06-29 00:08:29,38.574649810791,-74.36901092529298
42,161297,2018-06-29 00:00:00,44,7.390,38.57406359630001,-74.36772718976208,2018-06-29 00:08:29,38.574649810791,-74.36901092529298
43,161297,2018-07-01 12:00:00,2,23.400,38.517968268026856,-74.38507514853677,2018-07-01 11:56:46,38.5175018310547,-74.38475036621091
43,161297,2018-07-01 12:00:00,6,23.013,38.517968268026856,-74.38507514853677,2018-07-01 11:56:46,38.5175018310547,-74.38475036621091
43,161297,2018-07-01 12:00:00,7,22.384,38.517968268026856,-74.38507514853677,2018-07-01 11:56:46,38.5175018310547,-74.38475036621091
43,161297,2018-07-01 12:00:00,8,21.045,38.517968268026856,-74.38507514853677,2018-07-01 11:56:46,38.5175018310547,-74.38475036621091
43,161297,2018-07-01 12:00:00,12,18.077,38.517968268026856,-74.38507514853677,2018-07-01 11:56:46,38.5175018310547,-74.38475036621091
43,161297,2018-07-01 12:00:00,16,11.432,38.517968268026856,-74.38507514853677,2018-07-01 11:56:46,38.5175018310547,-74.38475036621091
43,161297,2018-07-01 12:00:00,18,10.302,38.517968268026856,-74.38507514853677,2018-07-01 11:56:46,38.5175018310547,-74.38475036621091
43,161297,2018-07-01 12:00:00,19,9.157,38.517968268026856,-74.38507514853677,2018-07-01 11:56:46,38.5175018310547,-74.38475036621091
43,161297,2018-07-01 12:00:00,21,8.141,38.517968268026856,-74.38507514853677,2018-07-01 11:56:46,38.5175018310547,-74.38475036621091
43,161297,2018-07-01 12:00:00,44,7.270,38.517968268026856,-74.38507514853677,2018-07-01 11:56:46,38.5175018310547,-74.38475036621091
44,161297,2018-06-28 16:00:00,2,21.410,38.54182695858477,-74.38098850233455,2018-06-28 16:09:58,38.5419311523438,-74.3796234130859
44,161297,2018-06-28 16:00:00,6,21.129,38.54182695858477,-74.38098850233455,2018-06-28 16:09:58,38.5419311523438,-74.3796234130859
44,161297,2018-06-28 16:00:00,8,20.357,38.54182695858477,-74.38098850233455,2018-06-28 16:09:58,38.5419311523438,-74.3796234130859
44,161297,2018-06-28 16:00:00,10,15.682,38.54182695858477,-74.38098850233455,2018-06-28 16:09:58,38.5419311523438,-74.3796234130859
44,161297,2018-06-28 16:00:00,11,15.078,38.54182695858477,-74.38098850233455,2018-06-28 16:09:58,38.5419311523438,-74.3796234130859
44,161297,2018-06-28 16:00:00,14,11.652,38.54182695858477,-74.38098850233455,2018-06-28 16:09:58,38.5419311523438,-74.3796234130859
44,161297,2018-06-28 16:00:00,17,10.992,38.54182695858477,-74.38098850233455,2018-06-28 16:09:58,38.5419311523438,-74.3796234130859
44,161297,2018-06-28 16:00:00,18,9.293,38.54182695858477,-74.38098850233455,2018-06-28 16:09:58,38.5419311523438,-74.3796234130859
44,161297,2018-06-28 16:00:00,20,7.974,38.54182695858477,-74.38098850233455,2018-06-28 16:09:58,38.5419311523438,-74.3796234130859
44,161297,2018-06-28 16:00:00,46,7.370,38.54182695858477,-74.38098850233455,2018-06-28 16:09:58,38.5419311523438,-74.3796234130859
45,161297,2018-06-28 00:00:00,2,21.340,38.473745443235664,-74.46822216140278,2018-06-27 21:27:23,38.4597511291504,-74.4749069213867
45,161297,2018-06-28 00:00:00,7,20.758,38.473745443235664,-74.46822216140278,2018-06-27 21:27:23,38.4597511291504,-74.4749069213867
45,161297,2018-06-28 00:00:00,8,19.992,38.473745443235664,-74.46822216140278,2018-06-27 21:27:23,38.4597511291504,-74.4749069213867
45,161297,2018-06-28 00:00:00,9,19.053,38.473745443235664,-74.46822216140278,2018-06-27 21:27:23,38.4597511291504,-74.4749069213867
45,161297,2018-06-28 00:00:00,11,15.576,38.473745443235664,-74.46822216140278,2018-06-27 21:27:23,38.4597511291504,-74.4749069213867
45,161297,2018-06-28 00:00:00,13,13.712,38.473745443235664,-74.46822216140278,2018-06-27 21:27:23,38.4597511291504,-74.4749069213867
45,161297,2018-06-28 00:00:00,14,12.007,38.473745443235664,-74.46822216140278,2018-06-27 21:27:23,38.4597511291504,-74.4749069213867
45,161297,2018-06-28 00:00:00,18,8.834,38.473745443235664,-74.46822216140278,2018-06-27 21:27:23,38.4597511291504,-74.4749069213867
45,161297,2018-06-28 00:00:00,22,8.120,38.473745443235664,-74.46822216140278,2018-06-27 21:27:23,38.4597511291504,-74.4749069213867
45,161297,2018-06-28 00:00:00,37,8.120,38.473745443235664,-74.46822216140278,2018-06-27 21:27:23,38.4597511291504,-74.4749069213867
46,161297,2018-06-27 20:00:00,2,21.170,38.449659331063664,-74.47655260858005,2018-06-27 20:17:22,38.4515609741211,-74.47669219970702
46,161297,2018-06-27 20:00:00,5,21.062,38.449659331063664,-74.47655260858005,2018-06-27 20:17:22,38.4515609741211,-74.47669219970702
46,161297,2018-06-27 20:00:00,7,20.482,38.449659331063664,-74.47655260858005,2018-06-27 20:17:22,38.4515609741211,-74.47669219970702
46,161297,2018-06-27 20:00:00,10,17.932,38.449659331063664,-74.47655260858005,2018-06-27 20:17:22,38.4515609741211,-74.47669219970702
46,161297,2018-06-27 20:00:00,14,13.116,38.449659331063664,-74.47655260858005,2018-06-27 20:17:22,38.4515609741211,-74.47669219970702
46,161297,2018-06-27 20:00:00,16,11.794,38.449659331063664,-74.47655260858005,2018-06-27 20:17:22,38.4515609741211,-74.47669219970702
46,161297,2018-06-27 20:00:00,17,10.688,38.449659331063664,-74.47655260858005,2018-06-27 20:17:22,38.4515609741211,-74.47669219970702
46,161297,2018-06-27 20:00:00,18,10.418,38.449659331063664,-74.47655260858005,2018-06-27 20:17:22,38.4515609741211,-74.47669219970702
46,161297,2018-06-27 20:00:00,21,8.408,38.449659331063664,-74.47655260858005,2018-06-27 20:17:22,38.4515609741211,-74.47669219970702
46,161297,2018-06-27 20:00:00,36,7.680,38.449659331063664,-74.47655260858005,2018-06-27 20:17:22,38.4515609741211,-74.47669219970702
47,161297,2018-06-27 16:00:00,2,20.940,38.41656657517186,-74.50374893910751,2018-06-27 14:39:54,38.40505981445309,-74.5148010253906
47,161297,2018-06-27 16:00:00,6,20.735,38.41656657517186,-74.50374893910751,2018-06-27 14:39:54,38.40505981445309,-74.5148010253906
47,161297,2018-06-27 16:00:00,8,19.774,38.41656657517186,-74.50374893910751,2018-06-27 14:39:54,38.40505981445309,-74.5148010253906
47,161297,2018-06-27 16:00:00,9,18.071,38.41656657517186,-74.50374893910751,2018-06-27 14:39:54,38.40505981445309,-74.5148010253906
